Treatment,Mouse,33,36,40,43,47,50,54,57,61,64,68,71,75,78,82,85,89
Vehicle,7,356.9017815,356.8584275,517.2690375,767.341586,1517.47365,1588.916736,2004.447934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,8,108.307892,184.263155,302.679,490.428232,1120.21306,1159.267725,1374.843673,2374.470567,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,34,131.6806875,268.93735,470.773478,961.48,1713.15,2282.144904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,37,141.470124,212.8998795,531.729475,860.6306,1197.529878,1219.127056,1426.600588,2073.657344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,43,255.165714,613.1103705,735.5267025,853.5252285,1417.84667,2148.366336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,47,230.9438,334.946752,735.585056,760.175361,894.348,1244.070863,1691.4552,2356.377488,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,65,197.00736,514.925064,945.56176,1276.1352,1804.291436,2075.606582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,98,171.415679,301.644,604.385888,804.889288,1139.103,1891.5759,2599.5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,105,203.11267,505.3501125,863.2674225,949.398912,1359.865888,1781.242452,2381.847495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vehicle,108,265.6878665,492.6862,664.299094,1176.058746,1879.576975,2157.795214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF-06873600,28,241.173992,396.644352,558.073152,614.442998,854.2439,866.8339125,1046.768184,1153.789093,1315.870558,1386.913388,1719.880517,1683.54927,1701.486258,1853.491616,1970.164025,2189.32,NA
PF-06873600,60,105.125,244.82001,436.0608,690.6017315,1022.886248,1105.354998,1287.534839,1413.2678,2040.296952,NA,NA,NA,NA,NA,NA,NA,NA
PF-06873600,71,165.779794,288.553546,401.519426,452.3280885,595.7698565,669.423636,715.001499,860,949.0131425,1011.460608,1406.855547,1596.209152,1770.12855,2561.3721,NA,NA,NA
PF-06873600,80,188.862775,382.229103,472.109599,670.51728,970.210224,1092.046176,1281.86127,1452.63614,1739.665568,1927.694376,2508.647369,NA,NA,NA,NA,NA,NA
PF-06873600,90,262.6139955,343.887324,550.198656,704.117954,860.408286,974.68,1138.257104,1689.8779,1202.5874,1331.4712,1856.23245,2273.857168,NA,NA,NA,NA,NA
PF-06873600,107,152.162384,228.885114,389.825225,571.9280985,770.3925155,1024.8104,1194.981851,1385.536108,1561.220259,1943.676399,2048.067175,NA,NA,NA,NA,NA,NA
PF-06873600,113,251.256,359.723427,317.505342,337.002525,308.3664015,263.755845,237.85612,254.32075,362.1005,455.07096,786.107268,941.1631,1805.319224,2213.6814,NA,NA,NA
PF-06873600,120,191.30595,339.7510875,374.7377655,477.294104,717.363,735.466274,811.916865,776.918528,893.202552,874.1660125,1077.425091,1094.31218,1188.22479,1543.81424,1861.246508,2405.735416,NA
PF-06873600,123,132.714563,174.6189325,309.060225,498.987632,561.498678,556.854221,562.04793,560.3934375,592.553462,638.8436905,1087.922188,1084.848779,1487.986569,1754.528256,2482.557852,NA,NA
PF-06873600,130,368.5408,462.105,831.333888,1122.872282,1234.020384,1276.613958,1519.127,1804.43078,2582.389868,NA,NA,NA,NA,NA,NA,NA,NA
Cetuximab,20,181.2292785,275.373216,327.098226,461.8876,620.93304,638.4828125,512.5615855,300.20931,131.4144,64.005262,27.040153,NA,NA,NA,NA,NA,NA
Cetuximab,46,223.7756345,296.0961125,310.9859145,373.403277,576.24625,717.6173525,819.802611,915.715975,1088.079734,1399.417272,1719.721056,NA,NA,NA,NA,NA,NA
Cetuximab,49,327.084864,931.29586,1287.804843,1586.336224,1962.285336,2007.793488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetuximab,63,120.004156,214.01577,442.304096,735.5126655,1193.848533,1118.2752,1185.919587,1518.224994,1906.431783,1968.375938,2039.568989,NA,NA,NA,NA,NA,NA
Cetuximab,67,165.62,298.8262225,389.716316,518.077778,961.2894915,523.3340215,516.14934,798.69969,929.552316,1015.963203,947.348869,NA,NA,NA,NA,NA,NA
Cetuximab,72,255.518456,453.722412,900.4215,1487.547158,1495.051212,1938.070189,2031.631875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetuximab,83,118.7040205,191.1014945,249.988032,271.6169225,327.7912,410.111968,411.760328,491.49805,625.113928,928.3416435,1344.621699,NA,NA,NA,NA,NA,NA
Cetuximab,85,315.8607405,538.8757785,866.71695,1026.337544,1516.804134,1794.52765,2018.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetuximab,88,148.159428,246.332016,295.90046,401.20938,444.950723,548.798204,460.6515535,328.7304405,242.742616,156.06,99.7728975,NA,NA,NA,NA,NA,NA
Cetuximab,96,202.302878,276.190982,374.1812585,526.347877,600.4321875,614.796336,609.053291,533.188698,544.22375,631.0876865,656.395,NA,NA,NA,NA,NA,NA
Cetuximab+PF-06873600,23,25.5,27.2,27.6,26.9,26.9,27,27.2,27.5,27.1,26.6,26.3,27.2,27.9,28.3,28.6,28.5,28.9
Cetuximab+PF-06873600,25,23,23.7,23.5,23.7,23.5,22.9,23,23.6,23.7,23.7,24,24.4,24.7,25.1,25.4,25.8,27
Cetuximab+PF-06873600,61,22.6,22.5,22.3,22.6,22.8,22.6,23,23.5,23.2,23.3,23.3,23.9,25.1,25.4,25.4,25.8,26.3
Cetuximab+PF-06873600,69,26.7,26.4,26.1,26.1,26.4,26,26.5,27.1,27.3,26.4,NA,NA,NA,NA,NA,NA,NA
Cetuximab+PF-06873600,70,24.6,24.7,24.1,24.1,24.5,24.3,24.8,23.7,24,23.5,23.6,24.2,25.4,25.1,25.6,25.7,25.7
Cetuximab+PF-06873600,74,24,24.5,24.3,24,24.1,24.2,24.3,24.4,24.6,24.7,25.2,25.6,27.2,27.7,28.2,NA,NA
Cetuximab+PF-06873600,77,26,25.2,25.4,25.3,25.9,25.4,25.6,25.6,25.5,25.5,26.5,26,26.6,26.6,26.9,26.5,27.3
Cetuximab+PF-06873600,78,25.5,25.1,24.3,24,24.6,24.8,25,24.9,24.9,25,25.6,25.5,27.1,27.2,27.9,27.7,29.3
Cetuximab+PF-06873600,92,25.1,25.6,25,24.9,24.9,24.4,24.5,24.3,25.3,25.4,24.9,25.7,26,26.8,26.8,27.2,27.2
Cetuximab+PF-06873600,118,25.3,25.6,26.2,26,26.1,26.5,26.6,26.5,26.4,26.3,26.6,27.6,28.6,NA,NA,NA,NA
